Participant	Frame	Preview	Sign	Pre_Target_Skip	FFD_ms	GD_ms	TRT_ms	Reading_Scores	AOA	Group
12	49	COR	Identical	0	220	220	1087	238	4	Deaf
12	50	SIGN	HM	0	370	676	953	238	4	Deaf
12	51	UNR	Unrelated	0	166	166	500	238	4	Deaf
12	52	COR	Identical	0	227	719	1251	238	4	Deaf
12	53	SIGN	HM	0	236	437	532	238	4	Deaf
12	54	UNR	Unrelated	0	146	146	753	238	4	Deaf
12	55	COR	Identical	0	170	170	1035	238	4	Deaf
12	56	SIGN	HM	0	207	207	916	238	4	Deaf
12	57	UNR	Unrelated	0	153	153	521	238	4	Deaf
12	58	COR	Identical	0	235	383	383	238	4	Deaf
12	59	SIGN	HM	0	248	248	398	238	4	Deaf
12	60	UNR	Unrelated	0	147	147	1549	238	4	Deaf
12	61	COR	Identical	0	166	166	502	238	4	Deaf
12	62	SIGN	HLM	0	175	175	487	238	4	Deaf
12	63	UNR	Unrelated	0	265	265	533	238	4	Deaf
12	64	COR	Identical	0	186	186	540	238	4	Deaf
12	65	SIGN	HLM	0	226	425	2084	238	4	Deaf
12	66	UNR	Unrelated	1	177	416	740	238	4	Deaf
12	67	COR	Identical	0	217	217	859	238	4	Deaf
12	68	SIGN	HLM	0	235	235	1208	238	4	Deaf
12	69	UNR	Unrelated	0	175	175	1627	238	4	Deaf
12	70	COR	Identical	1	371	371	1113	238	4	Deaf
12	71	SIGN	HLM	0	303	303	644	238	4	Deaf
12	72	UNR	Unrelated	0	218	218	415	238	4	Deaf
12	73	COR	Identical	0	159	159	499	238	4	Deaf
12	74	SIGN	HLM	0	185	185	607	238	4	Deaf
12	75	UNR	Unrelated	0	612	612	1389	238	4	Deaf
12	76	COR	Identical	0	262	262	1081	238	4	Deaf
12	77	SIGN	HLM	0	167	167	1054	238	4	Deaf
12	78	UNR	Unrelated	0	205	680	1519	238	4	Deaf
12	79	COR	Identical	0	147	147	723	238	4	Deaf
12	80	SIGN	HLM	0	239	239	1410	238	4	Deaf
13	1	UNR	Unrelated	0	193	491	1004	542	6	Deaf
13	2	COR	Identical	0	150	150	150	542	6	Deaf
13	3	SIGN	LM	0	173	173	761	542	6	Deaf
13	4	UNR	Unrelated	0	154	154	358	542	6	Deaf
13	5	COR	Identical	0	167	167	167	542	6	Deaf
13	6	SIGN	LM	1	325	325	325	542	6	Deaf
13	7	UNR	Unrelated	1	364	595	595	542	6	Deaf
13	8	COR	Identical	0	NA	NA	0	542	6	Deaf
13	9	SIGN	LM	0	75	75	901	542	6	Deaf
13	10	UNR	Unrelated	0	401	565	596	542	6	Deaf
13	11	COR	Identical	0	147	147	147	542	6	Deaf
13	12	SIGN	LM	1	557	557	1370	542	6	Deaf
13	13	UNR	Unrelated	0	124	124	575	542	6	Deaf
13	14	COR	Identical	1	147	147	147	542	6	Deaf
13	15	SIGN	LM	0	218	218	218	542	6	Deaf
13	16	UNR	Unrelated	1	534	534	599	542	6	Deaf
13	17	COR	Identical	0	379	379	465	542	6	Deaf
13	18	SIGN	LM	0	324	324	324	542	6	Deaf
13	19	UNR	Unrelated	0	147	474	625	542	6	Deaf
13	20	COR	Identical	0	189	189	189	542	6	Deaf
13	21	SIGN	HL	1	348	531	531	542	6	Deaf
13	22	UNR	Unrelated	0	176	176	563	542	6	Deaf
13	23	COR	Identical	0	311	311	367	542	6	Deaf
13	24	SIGN	HL	0	352	352	352	542	6	Deaf
13	25	UNR	Unrelated	1	209	620	620	542	6	Deaf
13	26	COR	Identical	0	286	447	662	542	6	Deaf
13	27	SIGN	HLM	0	330	330	577	542	6	Deaf
13	28	UNR	Unrelated	0	436	436	436	542	6	Deaf
13	29	COR	Identical	0	241	241	416	542	6	Deaf
13	30	SIGN	HL	0	416	563	597	542	6	Deaf
13	31	UNR	Unrelated	0	443	443	625	542	6	Deaf
13	32	COR	Identical	0	184	474	474	542	6	Deaf
13	33	SIGN	HL	0	251	355	355	542	6	Deaf
13	34	UNR	Unrelated	0	626	626	977	542	6	Deaf
13	35	COR	Identical	0	260	429	429	542	6	Deaf
13	36	SIGN	HL	1	172	172	374	542	6	Deaf
13	37	UNR	Unrelated	0	202	202	601	542	6	Deaf
13	38	COR	Identical	0	155	155	155	542	6	Deaf
13	39	SIGN	HL	1	200	200	863	542	6	Deaf
13	40	UNR	Unrelated	1	413	1248	1934	542	6	Deaf
13	41	COR	Identical	0	181	181	181	542	6	Deaf
13	42	SIGN	HM	0	197	463	1652	542	6	Deaf
13	43	UNR	Unrelated	0	392	392	392	542	6	Deaf
13	44	COR	Identical	0	182	182	182	542	6	Deaf
13	45	SIGN	HM	0	214	214	214	542	6	Deaf
13	46	UNR	Unrelated	1	229	359	359	542	6	Deaf
13	47	COR	Identical	1	187	187	187	542	6	Deaf
13	48	SIGN	HM	1	123	123	123	542	6	Deaf
13	49	UNR	Unrelated	0	225	225	400	542	6	Deaf
13	50	COR	Identical	0	266	266	266	542	6	Deaf
13	51	SIGN	HM	1	181	181	851	542	6	Deaf
13	52	UNR	Unrelated	0	479	479	479	542	6	Deaf
13	53	COR	Identical	0	NA	NA	0	542	6	Deaf
13	54	SIGN	HM	0	304	304	304	542	6	Deaf
13	55	UNR	Unrelated	0	344	344	344	542	6	Deaf
13	56	COR	Identical	0	200	200	239	542	6	Deaf
13	57	SIGN	HM	0	228	405	579	542	6	Deaf
13	58	UNR	Unrelated	0	235	235	624	542	6	Deaf
13	59	COR	Identical	0	201	201	201	542	6	Deaf
13	60	SIGN	HM	0	616	616	780	542	6	Deaf
13	61	UNR	Unrelated	0	133	133	133	542	6	Deaf
13	62	COR	Identical	1	247	247	247	542	6	Deaf
13	63	SIGN	LM	0	211	211	211	542	6	Deaf
13	64	UNR	Unrelated	0	174	174	174	542	6	Deaf
13	65	COR	Identical	0	267	267	354	542	6	Deaf
13	66	SIGN	HLM	1	144	144	199	542	6	Deaf
13	67	UNR	Unrelated	0	90	209	341	542	6	Deaf
13	68	COR	Identical	0	195	195	195	542	6	Deaf
13	69	SIGN	HL	0	257	257	257	542	6	Deaf
13	70	UNR	Unrelated	0	200	361	499	542	6	Deaf
13	71	COR	Identical	0	193	193	193	542	6	Deaf
13	72	SIGN	HLM	0	214	214	298	542	6	Deaf
13	73	UNR	Unrelated	0	233	233	336	542	6	Deaf
13	74	COR	Identical	0	250	250	250	542	6	Deaf
13	75	SIGN	HLM	0	230	230	262	542	6	Deaf
13	76	UNR	Unrelated	0	440	593	593	542	6	Deaf
13	77	COR	Identical	0	176	176	176	542	6	Deaf
13	78	SIGN	HLM	0	449	591	1003	542	6	Deaf
13	79	UNR	Unrelated	0	216	483	895	542	6	Deaf
13	80	COR	Identical	0	335	335	508	542	6	Deaf
14	1	SIGN	LM	0	285	579	579	352	0	Deaf
14	2	UNR	Unrelated	0	377	622	622	352	0	Deaf
14	3	COR	Identical	0	228	519	519	352	0	Deaf
14	4	SIGN	LM	1	186	186	562	352	0	Deaf
14	5	UNR	Unrelated	0	150	150	150	352	0	Deaf
14	6	COR	Identical	0	165	165	165	352	0	Deaf
14	7	SIGN	LM	0	310	310	730	352	0	Deaf
14	8	UNR	Unrelated	0	549	549	901	352	0	Deaf
14	9	COR	Identical	0	199	199	199	352	0	Deaf
14	10	SIGN	LM	0	289	538	538	352	0	Deaf
14	11	UNR	Unrelated	0	299	299	345	352	0	Deaf
14	12	COR	Identical	0	394	612	612	352	0	Deaf
14	13	SIGN	LM	1	365	616	616	352	0	Deaf
14	14	UNR	Unrelated	0	302	480	480	352	0	Deaf
14	15	COR	Identical	0	222	222	222	352	0	Deaf
14	16	SIGN	LM	0	153	153	153	352	0	Deaf
14	17	UNR	Unrelated	0	356	356	1262	352	0	Deaf
14	18	COR	Identical	0	147	147	147	352	0	Deaf
14	19	SIGN	LM	0	169	169	169	352	0	Deaf
14	20	UNR	Unrelated	0	NA	NA	0	352	0	Deaf
14	21	COR	Identical	0	218	218	452	352	0	Deaf
14	22	SIGN	HL	0	175	175	342	352	0	Deaf
14	23	UNR	Unrelated	0	191	191	191	352	0	Deaf
14	24	COR	Identical	0	NA	NA	0	352	0	Deaf
14	25	SIGN	HL	0	176	176	176	352	0	Deaf
14	26	UNR	Unrelated	0	183	183	281	352	0	Deaf
14	27	COR	Identical	1	197	197	197	352	0	Deaf
14	28	SIGN	HL	0	101	101	101	352	0	Deaf
14	29	UNR	Unrelated	0	148	148	431	352	0	Deaf
14	30	COR	Identical	1	201	201	458	352	0	Deaf
14	31	SIGN	HL	0	210	210	210	352	0	Deaf
14	32	UNR	Unrelated	0	185	185	362	352	0	Deaf
14	33	COR	Identical	0	215	215	215	352	0	Deaf
14	34	SIGN	HL	0	336	336	492	352	0	Deaf
14	35	UNR	Unrelated	0	305	508	508	352	0	Deaf
14	36	COR	Identical	0	201	201	398	352	0	Deaf
14	37	SIGN	HLM	0	185	379	379	352	0	Deaf
14	38	UNR	Unrelated	0	302	302	302	352	0	Deaf
14	39	COR	Identical	0	261	261	261	352	0	Deaf
14	40	SIGN	HL	0	229	413	752	352	0	Deaf
14	41	UNR	Unrelated	0	146	146	279	352	0	Deaf
14	42	COR	Identical	0	196	196	1006	352	0	Deaf
14	43	SIGN	HM	0	279	500	782	352	0	Deaf
14	44	UNR	Unrelated	0	359	359	359	352	0	Deaf
14	45	COR	Identical	0	217	407	407	352	0	Deaf
14	46	SIGN	HM	0	284	284	455	352	0	Deaf
14	47	UNR	Unrelated	0	255	255	255	352	0	Deaf
14	48	COR	Identical	0	162	162	162	352	0	Deaf
14	49	SIGN	HM	1	187	187	416	352	0	Deaf
14	50	UNR	Unrelated	1	195	195	195	352	0	Deaf
14	51	COR	Identical	0	236	491	491	352	0	Deaf
14	52	SIGN	HM	0	332	456	456	352	0	Deaf
14	53	UNR	Unrelated	0	246	454	454	352	0	Deaf
14	54	COR	Identical	1	268	268	268	352	0	Deaf
14	55	SIGN	HM	0	235	235	235	352	0	Deaf
14	56	UNR	Unrelated	0	167	610	610	352	0	Deaf
14	57	COR	Identical	0	159	159	291	352	0	Deaf
14	58	SIGN	HM	0	331	331	681	352	0	Deaf
14	59	UNR	Unrelated	0	275	275	691	352	0	Deaf
14	60	COR	Identical	0	159	159	352	352	0	Deaf
14	61	SIGN	HLM	0	236	369	369	352	0	Deaf
14	62	UNR	Unrelated	1	138	138	138	352	0	Deaf
14	63	COR	Identical	0	NA	NA	0	352	0	Deaf
14	64	SIGN	HLM	0	333	333	333	352	0	Deaf
14	65	UNR	Unrelated	0	191	191	191	352	0	Deaf
14	66	COR	Identical	1	258	258	258	352	0	Deaf
14	67	SIGN	HLM	0	318	318	318	352	0	Deaf
14	68	UNR	Unrelated	1	241	241	464	352	0	Deaf
14	69	COR	Identical	0	185	185	185	352	0	Deaf
14	70	SIGN	HLM	0	373	1128	1128	352	0	Deaf
14	71	UNR	Unrelated	0	153	153	153	352	0	Deaf
14	72	COR	Identical	0	245	245	448	352	0	Deaf
14	73	SIGN	LM	0	209	354	500	352	0	Deaf
14	74	UNR	Unrelated	0	239	239	513	352	0	Deaf
14	75	COR	Identical	0	178	178	178	352	0	Deaf
14	76	SIGN	HLM	0	218	218	218	352	0	Deaf
14	77	UNR	Unrelated	0	149	437	437	352	0	Deaf
14	78	COR	Identical	0	206	206	206	352	0	Deaf
14	79	SIGN	HL	0	349	349	538	352	0	Deaf
14	80	UNR	Unrelated	0	332	607	937	352	0	Deaf
15	1	UNR	Unrelated	0	196	196	196	144	4	Deaf
15	2	COR	Identical	0	NA	NA	0	144	4	Deaf
15	3	SIGN	LM	0	289	289	548	144	4	Deaf
15	4	UNR	Unrelated	1	249	249	753	144	4	Deaf
15	5	COR	Identical	0	242	242	545	144	4	Deaf
15	6	SIGN	LM	1	178	178	649	144	4	Deaf
15	7	UNR	Unrelated	0	231	231	231	144	4	Deaf
15	8	COR	Identical	0	17	75	597	144	4	Deaf
15	9	SIGN	LM	0	182	182	638	144	4	Deaf
15	10	UNR	Unrelated	0	234	234	393	144	4	Deaf
15	11	COR	Identical	0	312	312	620	144	4	Deaf
15	12	SIGN	LM	0	321	520	520	144	4	Deaf
15	13	UNR	Unrelated	0	482	701	701	144	4	Deaf
15	14	COR	Identical	0	272	272	1175	144	4	Deaf
15	15	SIGN	LM	0	313	668	1166	144	4	Deaf
15	16	UNR	Unrelated	0	207	207	207	144	4	Deaf
15	17	COR	Identical	0	129	129	439	144	4	Deaf
15	18	SIGN	LM	0	187	187	392	144	4	Deaf
15	19	UNR	Unrelated	0	242	242	242	144	4	Deaf
15	20	COR	Identical	0	201	201	411	144	4	Deaf
15	21	SIGN	HL	1	224	224	224	144	4	Deaf
15	22	UNR	Unrelated	0	336	336	555	144	4	Deaf
15	23	COR	Identical	0	NA	NA	0	144	4	Deaf
15	24	SIGN	HL	0	226	226	490	144	4	Deaf
15	25	UNR	Unrelated	0	322	322	322	144	4	Deaf
15	26	COR	Identical	0	190	190	476	144	4	Deaf
15	27	SIGN	HLM	0	169	169	827	144	4	Deaf
15	28	UNR	Unrelated	0	226	226	526	144	4	Deaf
15	29	COR	Identical	0	171	171	1473	144	4	Deaf
15	30	SIGN	HL	1	179	179	742	144	4	Deaf
15	31	UNR	Unrelated	0	250	250	250	144	4	Deaf
15	32	COR	Identical	0	161	161	161	144	4	Deaf
15	33	SIGN	HL	0	182	182	777	144	4	Deaf
15	34	UNR	Unrelated	0	NA	NA	0	144	4	Deaf
15	35	COR	Identical	0	554	554	554	144	4	Deaf
15	36	SIGN	HL	0	233	233	233	144	4	Deaf
15	37	UNR	Unrelated	0	336	336	746	144	4	Deaf
15	38	COR	Identical	0	178	178	447	144	4	Deaf
15	39	SIGN	HL	0	196	196	476	144	4	Deaf
15	40	UNR	Unrelated	0	157	157	422	144	4	Deaf
15	41	COR	Identical	0	233	233	453	144	4	Deaf
15	42	SIGN	HM	0	289	289	701	144	4	Deaf
15	43	UNR	Unrelated	0	215	215	417	144	4	Deaf
15	44	COR	Identical	0	347	347	347	144	4	Deaf
15	45	SIGN	HM	0	295	295	295	144	4	Deaf
15	46	UNR	Unrelated	0	320	320	320	144	4	Deaf
15	47	COR	Identical	1	474	474	474	144	4	Deaf
15	48	SIGN	HM	0	136	136	321	144	4	Deaf
15	49	UNR	Unrelated	0	237	237	439	144	4	Deaf
15	50	COR	Identical	0	150	150	590	144	4	Deaf
15	51	SIGN	HM	0	117	117	605	144	4	Deaf
15	52	UNR	Unrelated	0	257	257	257	144	4	Deaf
15	53	COR	Identical	0	471	471	471	144	4	Deaf
15	54	SIGN	HM	0	236	414	414	144	4	Deaf
15	55	UNR	Unrelated	0	232	232	232	144	4	Deaf
15	56	COR	Identical	0	355	355	2382	144	4	Deaf
15	57	SIGN	HM	0	238	238	841	144	4	Deaf
15	58	UNR	Unrelated	0	152	152	593	144	4	Deaf
15	59	COR	Identical	0	238	238	238	144	4	Deaf
15	60	SIGN	HM	0	216	216	462	144	4	Deaf
15	61	UNR	Unrelated	0	170	170	437	144	4	Deaf
15	62	COR	Identical	0	304	304	304	144	4	Deaf
15	63	SIGN	LM	0	204	204	204	144	4	Deaf
15	64	UNR	Unrelated	0	192	404	404	144	4	Deaf
15	65	COR	Identical	0	185	185	185	144	4	Deaf
15	66	SIGN	HLM	0	NA	NA	0	144	4	Deaf
15	67	UNR	Unrelated	0	259	259	595	144	4	Deaf
15	68	COR	Identical	0	194	194	194	144	4	Deaf
15	69	SIGN	HL	0	217	217	365	144	4	Deaf
15	70	UNR	Unrelated	0	NA	NA	0	144	4	Deaf
15	71	COR	Identical	0	304	304	560	144	4	Deaf
15	72	SIGN	HLM	0	192	192	432	144	4	Deaf
15	73	UNR	Unrelated	0	NA	NA	0	144	4	Deaf
15	74	COR	Identical	1	327	327	1046	144	4	Deaf
15	75	SIGN	HLM	0	302	302	798	144	4	Deaf
15	76	UNR	Unrelated	0	164	164	164	144	4	Deaf
15	77	COR	Identical	0	NA	NA	0	144	4	Deaf
15	78	SIGN	HLM	0	390	1424	1881	144	4	Deaf
15	79	UNR	Unrelated	0	396	396	396	144	4	Deaf
15	80	COR	Identical	0	350	350	634	144	4	Deaf
16	1	COR	Identical	0	170	170	170	146	9	Deaf
16	2	SIGN	LM	0	237	577	956	146	9	Deaf
16	3	UNR	Unrelated	0	203	543	960	146	9	Deaf
16	4	COR	Identical	0	230	749	976	146	9	Deaf
16	5	SIGN	LM	0	148	1439	2151	146	9	Deaf
16	6	UNR	Unrelated	0	363	363	2525	146	9	Deaf
16	7	COR	Identical	0	202	202	1421	146	9	Deaf
16	8	SIGN	LM	0	134	234	1693	146	9	Deaf
16	9	UNR	Unrelated	0	230	429	1120	146	9	Deaf
16	10	COR	Identical	1	557	735	781	146	9	Deaf
16	11	SIGN	LM	0	162	162	1059	146	9	Deaf
16	12	UNR	Unrelated	0	434	787	1853	146	9	Deaf
16	13	COR	Identical	0	249	249	986	146	9	Deaf
16	14	SIGN	LM	1	281	550	1958	146	9	Deaf
16	15	UNR	Unrelated	1	416	555	610	146	9	Deaf
16	16	COR	Identical	0	131	131	247	146	9	Deaf
16	17	SIGN	LM	0	594	594	1968	146	9	Deaf
16	18	UNR	Unrelated	0	284	1059	1237	146	9	Deaf
16	19	COR	Identical	0	386	386	386	146	9	Deaf
16	20	SIGN	LM	0	249	678	2012	146	9	Deaf
16	21	UNR	Unrelated	1	186	347	1355	146	9	Deaf
16	22	COR	Identical	0	178	178	1063	146	9	Deaf
16	23	SIGN	HL	0	219	345	1187	146	9	Deaf
16	24	UNR	Unrelated	0	256	801	920	146	9	Deaf
16	25	COR	Identical	0	276	276	276	146	9	Deaf
16	26	SIGN	HL	0	283	415	604	146	9	Deaf
16	27	UNR	Unrelated	0	355	355	802	146	9	Deaf
16	28	COR	Identical	0	483	1391	1621	146	9	Deaf
16	29	SIGN	HL	0	149	149	2645	146	9	Deaf
16	30	UNR	Unrelated	1	234	645	838	146	9	Deaf
16	31	COR	Identical	0	314	314	484	146	9	Deaf
16	32	SIGN	HL	0	332	332	706	146	9	Deaf
16	33	UNR	Unrelated	0	109	109	2018	146	9	Deaf
16	34	COR	Identical	0	316	316	316	146	9	Deaf
16	35	SIGN	HL	1	170	170	781	146	9	Deaf
16	36	UNR	Unrelated	1	206	373	373	146	9	Deaf
16	37	COR	Identical	0	64	64	1260	146	9	Deaf
16	38	SIGN	HL	0	209	209	1042	146	9	Deaf
16	39	UNR	Unrelated	0	356	356	611	146	9	Deaf
16	40	COR	Identical	0	176	176	805	146	9	Deaf
16	41	SIGN	HM	0	212	364	866	146	9	Deaf
16	42	UNR	Unrelated	0	198	354	354	146	9	Deaf
16	43	COR	Identical	0	190	472	806	146	9	Deaf
16	44	SIGN	HM	0	272	272	430	146	9	Deaf
16	45	UNR	Unrelated	0	196	352	352	146	9	Deaf
16	46	COR	Identical	0	262	262	262	146	9	Deaf
16	47	SIGN	HM	1	428	428	2308	146	9	Deaf
16	48	UNR	Unrelated	0	199	491	491	146	9	Deaf
16	49	COR	Identical	0	233	582	783	146	9	Deaf
16	50	SIGN	HM	0	220	220	847	146	9	Deaf
16	51	UNR	Unrelated	0	195	195	1177	146	9	Deaf
16	52	COR	Identical	0	2	87	337	146	9	Deaf
16	53	SIGN	HM	0	273	691	691	146	9	Deaf
16	54	UNR	Unrelated	0	147	147	340	146	9	Deaf
16	55	COR	Identical	0	200	327	1062	146	9	Deaf
16	56	SIGN	HM	0	177	177	519	146	9	Deaf
16	57	UNR	Unrelated	0	121	121	546	146	9	Deaf
16	58	COR	Identical	1	139	389	413	146	9	Deaf
16	59	SIGN	HM	1	246	246	369	146	9	Deaf
16	60	UNR	Unrelated	0	403	403	1442	146	9	Deaf
16	61	COR	Identical	0	150	150	1339	146	9	Deaf
16	62	SIGN	HLM	0	192	381	711	146	9	Deaf
16	63	UNR	Unrelated	1	179	259	1196	146	9	Deaf
16	64	COR	Identical	0	172	172	367	146	9	Deaf
16	65	SIGN	HLM	1	160	333	1901	146	9	Deaf
16	66	UNR	Unrelated	0	137	137	1041	146	9	Deaf
16	67	COR	Identical	0	131	131	328	146	9	Deaf
16	68	SIGN	HLM	0	185	185	2133	146	9	Deaf
16	69	UNR	Unrelated	0	453	1304	1852	146	9	Deaf
16	70	COR	Identical	0	355	618	890	146	9	Deaf
16	71	SIGN	HLM	0	28	28	630	146	9	Deaf
16	72	UNR	Unrelated	0	294	507	1330	146	9	Deaf
16	73	COR	Identical	0	253	253	808	146	9	Deaf
16	74	SIGN	HLM	0	319	559	1203	146	9	Deaf
16	75	UNR	Unrelated	0	200	338	433	146	9	Deaf
16	76	COR	Identical	0	179	179	763	146	9	Deaf
16	77	SIGN	HLM	1	164	500	1337	146	9	Deaf
16	78	UNR	Unrelated	0	317	317	1565	146	9	Deaf
16	79	COR	Identical	0	330	581	1718	146	9	Deaf
16	80	SIGN	HLM	0	258	542	1587	146	9	Deaf
17	1	SIGN	LM	0	299	299	299	191	6	Deaf
17	2	UNR	Unrelated	0	166	166	691	191	6	Deaf
17	3	COR	Identical	0	298	298	298	191	6	Deaf
17	4	SIGN	LM	1	156	419	1035	191	6	Deaf
17	5	UNR	Unrelated	0	109	109	443	191	6	Deaf
17	6	COR	Identical	1	276	276	276	191	6	Deaf
17	7	SIGN	LM	0	74	210	210	191	6	Deaf
17	8	UNR	Unrelated	0	191	191	407	191	6	Deaf
17	9	COR	Identical	0	353	353	353	191	6	Deaf
17	10	SIGN	LM	1	135	135	525	191	6	Deaf
17	11	UNR	Unrelated	1	478	625	625	191	6	Deaf
17	12	COR	Identical	0	148	306	380	191	6	Deaf
17	13	SIGN	LM	0	172	172	483	191	6	Deaf
17	14	UNR	Unrelated	0	150	150	663	191	6	Deaf
17	15	COR	Identical	1	212	212	493	191	6	Deaf
17	16	SIGN	LM	0	182	182	468	191	6	Deaf
17	17	UNR	Unrelated	0	191	191	538	191	6	Deaf
17	18	COR	Identical	0	138	138	138	191	6	Deaf
17	19	SIGN	LM	0	145	260	260	191	6	Deaf
17	20	UNR	Unrelated	0	323	323	671	191	6	Deaf
17	21	COR	Identical	0	NA	NA	0	191	6	Deaf
17	22	SIGN	HL	0	117	117	117	191	6	Deaf
17	23	UNR	Unrelated	0	235	235	521	191	6	Deaf
17	24	COR	Identical	1	144	144	144	191	6	Deaf
17	25	SIGN	HL	0	120	120	120	191	6	Deaf
17	26	UNR	Unrelated	0	203	203	203	191	6	Deaf
17	27	COR	Identical	0	134	325	420	191	6	Deaf
17	28	SIGN	HL	0	174	174	432	191	6	Deaf
17	29	UNR	Unrelated	0	130	725	1098	191	6	Deaf
17	30	COR	Identical	0	279	279	279	191	6	Deaf
17	31	SIGN	HL	0	142	142	300	191	6	Deaf
17	32	UNR	Unrelated	0	139	139	209	191	6	Deaf
17	33	COR	Identical	0	107	107	107	191	6	Deaf
17	34	SIGN	HL	0	532	696	1022	191	6	Deaf
17	35	UNR	Unrelated	0	159	159	396	191	6	Deaf
17	36	COR	Identical	0	139	139	139	191	6	Deaf
17	37	SIGN	HLM	0	275	275	275	191	6	Deaf
17	38	UNR	Unrelated	0	225	225	734	191	6	Deaf
17	39	COR	Identical	0	422	422	422	191	6	Deaf
17	40	SIGN	HL	0	287	391	736	191	6	Deaf
17	41	UNR	Unrelated	0	299	299	299	191	6	Deaf
17	42	COR	Identical	0	176	339	339	191	6	Deaf
17	43	SIGN	HM	0	143	143	485	191	6	Deaf
17	44	UNR	Unrelated	0	193	193	395	191	6	Deaf
17	45	COR	Identical	0	184	184	310	191	6	Deaf
17	46	SIGN	HM	0	294	294	626	191	6	Deaf
17	47	UNR	Unrelated	1	129	129	1299	191	6	Deaf
17	48	COR	Identical	0	189	189	189	191	6	Deaf
17	49	SIGN	HM	1	128	128	267	191	6	Deaf
17	50	UNR	Unrelated	0	195	195	408	191	6	Deaf
17	51	COR	Identical	1	348	545	545	191	6	Deaf
17	52	SIGN	HM	1	321	575	740	191	6	Deaf
17	53	UNR	Unrelated	0	107	107	381	191	6	Deaf
17	54	COR	Identical	0	233	233	233	191	6	Deaf
17	55	SIGN	HM	0	79	79	329	191	6	Deaf
17	56	UNR	Unrelated	1	312	312	553	191	6	Deaf
17	57	COR	Identical	1	132	132	178	191	6	Deaf
17	58	SIGN	HM	1	194	194	194	191	6	Deaf
17	59	UNR	Unrelated	0	508	508	1041	191	6	Deaf
17	60	COR	Identical	0	156	156	541	191	6	Deaf
17	61	SIGN	HLM	0	54	54	54	191	6	Deaf
17	62	UNR	Unrelated	1	186	186	521	191	6	Deaf
17	63	COR	Identical	0	NA	NA	0	191	6	Deaf
17	64	SIGN	HLM	0	479	479	890	191	6	Deaf
17	65	UNR	Unrelated	0	163	163	444	191	6	Deaf
17	66	COR	Identical	0	180	180	443	191	6	Deaf
17	67	SIGN	HLM	0	446	446	446	191	6	Deaf
17	68	UNR	Unrelated	0	125	125	125	191	6	Deaf
17	69	COR	Identical	0	144	144	144	191	6	Deaf
17	70	SIGN	HLM	0	147	398	398	191	6	Deaf
17	71	UNR	Unrelated	0	129	129	282	191	6	Deaf
17	72	COR	Identical	0	168	168	168	191	6	Deaf
17	73	SIGN	LM	0	128	128	294	191	6	Deaf
17	74	UNR	Unrelated	0	242	242	314	191	6	Deaf
17	75	COR	Identical	0	287	287	727	191	6	Deaf
17	76	SIGN	HLM	0	79	79	617	191	6	Deaf
17	77	UNR	Unrelated	1	262	262	262	191	6	Deaf
17	78	COR	Identical	0	180	180	180	191	6	Deaf
17	79	SIGN	HL	1	124	124	124	191	6	Deaf
17	80	UNR	Unrelated	0	102	102	532	191	6	Deaf
18	1	COR	Identical	0	657	657	1412	218	0	Deaf
18	2	SIGN	LM	0	285	285	811	218	0	Deaf
18	3	UNR	Unrelated	0	151	242	1146	218	0	Deaf
18	4	COR	Identical	1	249	249	249	218	0	Deaf
18	5	SIGN	LM	0	259	436	436	218	0	Deaf
18	6	UNR	Unrelated	0	206	206	590	218	0	Deaf
18	7	COR	Identical	0	201	201	201	218	0	Deaf
18	8	SIGN	LM	0	204	204	204	218	0	Deaf
18	9	UNR	Unrelated	0	227	227	568	218	0	Deaf
18	10	COR	Identical	0	356	356	537	218	0	Deaf
18	11	SIGN	LM	0	173	452	754	218	0	Deaf
18	12	UNR	Unrelated	0	202	959	959	218	0	Deaf
18	13	COR	Identical	0	262	262	262	218	0	Deaf
18	14	SIGN	LM	1	267	267	267	218	0	Deaf
18	15	UNR	Unrelated	1	338	627	627	218	0	Deaf
18	16	COR	Identical	0	295	703	703	218	0	Deaf
18	17	SIGN	LM	1	475	475	1626	218	0	Deaf
18	18	UNR	Unrelated	0	187	514	1220	218	0	Deaf
18	19	COR	Identical	0	315	315	315	218	0	Deaf
18	20	SIGN	LM	0	146	296	891	218	0	Deaf
18	21	UNR	Unrelated	1	225	567	1750	218	0	Deaf
18	22	COR	Identical	0	347	347	347	218	0	Deaf
18	23	SIGN	HL	0	147	441	565	218	0	Deaf
18	24	UNR	Unrelated	1	613	613	613	218	0	Deaf
18	25	COR	Identical	0	136	600	600	218	0	Deaf
18	26	SIGN	HL	0	126	126	1029	218	0	Deaf
18	27	UNR	Unrelated	0	254	254	254	218	0	Deaf
18	28	COR	Identical	0	209	361	639	218	0	Deaf
18	29	SIGN	HL	1	127	300	1450	218	0	Deaf
18	30	UNR	Unrelated	1	184	695	695	218	0	Deaf
18	31	COR	Identical	0	162	294	294	218	0	Deaf
18	32	SIGN	HL	0	846	846	1875	218	0	Deaf
18	33	UNR	Unrelated	0	350	899	1140	218	0	Deaf
18	34	COR	Identical	0	178	178	178	218	0	Deaf
18	35	SIGN	HL	0	260	260	260	218	0	Deaf
18	36	UNR	Unrelated	0	151	367	813	218	0	Deaf
18	37	COR	Identical	0	208	208	208	218	0	Deaf
18	38	SIGN	HL	0	225	643	780	218	0	Deaf
