Participant	Frame	Preview	Sign	Pre_Target_Skip	FFD_ms	GD_ms	TRT_ms	Reading_Scores	AOA	Group
6	60	UNR	Unrelated	1	305	454	1227	192	0	Deaf
6	61	COR	Identical	0	277	277	822	192	0	Deaf
6	62	SIGN	HLM	0	410	410	1193	192	0	Deaf
6	63	UNR	Unrelated	0	287	359	1321	192	0	Deaf
6	64	COR	Identical	1	220	220	751	192	0	Deaf
6	65	SIGN	HLM	0	248	248	2677	192	0	Deaf
6	66	UNR	Unrelated	1	426	426	1662	192	0	Deaf
6	67	COR	Identical	0	273	546	930	192	0	Deaf
6	68	SIGN	HLM	0	291	291	934	192	0	Deaf
6	69	UNR	Unrelated	0	479	479	2481	192	0	Deaf
6	70	COR	Identical	0	194	194	1184	192	0	Deaf
6	71	SIGN	HLM	0	322	544	1713	192	0	Deaf
6	72	UNR	Unrelated	0	269	269	955	192	0	Deaf
6	73	COR	Identical	0	241	574	849	192	0	Deaf
6	74	SIGN	HLM	0	278	278	1142	192	0	Deaf
6	75	UNR	Unrelated	0	128	128	1272	192	0	Deaf
6	76	COR	Identical	0	179	509	844	192	0	Deaf
6	77	SIGN	HLM	0	469	469	1429	192	0	Deaf
6	78	UNR	Unrelated	0	436	436	1435	192	0	Deaf
6	79	COR	Identical	0	318	566	566	192	0	Deaf
6	80	SIGN	HLM	0	284	421	1825	192	0	Deaf
7	1	UNR	Unrelated	0	NA	NA	0	445	4	Deaf
7	2	COR	Identical	0	204	204	204	445	4	Deaf
7	3	SIGN	LM	0	123	123	123	445	4	Deaf
7	4	UNR	Unrelated	1	365	365	365	445	4	Deaf
7	5	COR	Identical	0	212	212	212	445	4	Deaf
7	6	SIGN	LM	0	NA	NA	0	445	4	Deaf
7	7	UNR	Unrelated	1	172	172	172	445	4	Deaf
7	8	COR	Identical	0	NA	NA	0	445	4	Deaf
7	9	SIGN	LM	1	121	121	214	445	4	Deaf
7	10	UNR	Unrelated	1	198	198	198	445	4	Deaf
7	11	COR	Identical	0	129	129	129	445	4	Deaf
7	12	SIGN	LM	0	281	281	281	445	4	Deaf
7	13	UNR	Unrelated	0	146	146	146	445	4	Deaf
7	14	COR	Identical	0	160	160	160	445	4	Deaf
7	15	SIGN	LM	1	102	102	102	445	4	Deaf
7	16	UNR	Unrelated	0	199	199	199	445	4	Deaf
7	17	COR	Identical	0	208	208	464	445	4	Deaf
7	18	SIGN	LM	0	206	206	206	445	4	Deaf
7	19	UNR	Unrelated	0	235	235	780	445	4	Deaf
7	20	COR	Identical	0	115	115	115	445	4	Deaf
7	21	SIGN	HL	0	114	114	114	445	4	Deaf
7	22	UNR	Unrelated	0	138	138	138	445	4	Deaf
7	23	COR	Identical	0	NA	NA	0	445	4	Deaf
7	24	SIGN	HL	1	144	144	396	445	4	Deaf
7	25	UNR	Unrelated	0	163	163	163	445	4	Deaf
7	26	COR	Identical	0	204	204	715	445	4	Deaf
7	27	SIGN	HLM	0	NA	NA	0	445	4	Deaf
7	28	UNR	Unrelated	0	323	323	323	445	4	Deaf
7	29	COR	Identical	0	140	140	140	445	4	Deaf
7	30	SIGN	HL	1	144	144	532	445	4	Deaf
7	31	UNR	Unrelated	0	354	354	354	445	4	Deaf
7	32	COR	Identical	0	172	172	297	445	4	Deaf
7	33	SIGN	HL	0	129	129	461	445	4	Deaf
7	34	UNR	Unrelated	0	452	452	452	445	4	Deaf
7	35	COR	Identical	0	NA	NA	0	445	4	Deaf
7	36	SIGN	HL	1	303	303	303	445	4	Deaf
7	37	UNR	Unrelated	1	73	73	73	445	4	Deaf
7	38	COR	Identical	0	NA	NA	0	445	4	Deaf
7	39	SIGN	HL	0	245	375	484	445	4	Deaf
7	40	UNR	Unrelated	1	162	162	162	445	4	Deaf
7	41	COR	Identical	0	135	135	135	445	4	Deaf
7	42	SIGN	HM	0	210	210	623	445	4	Deaf
7	43	UNR	Unrelated	0	NA	NA	0	445	4	Deaf
7	44	COR	Identical	0	169	169	429	445	4	Deaf
7	45	SIGN	HM	0	449	449	619	445	4	Deaf
7	46	UNR	Unrelated	0	374	374	374	445	4	Deaf
7	47	COR	Identical	0	199	199	199	445	4	Deaf
7	48	SIGN	HM	1	194	194	194	445	4	Deaf
7	49	UNR	Unrelated	0	215	215	215	445	4	Deaf
7	50	COR	Identical	0	146	146	335	445	4	Deaf
7	51	SIGN	HM	0	272	272	684	445	4	Deaf
7	52	UNR	Unrelated	0	NA	NA	0	445	4	Deaf
7	53	COR	Identical	0	NA	NA	0	445	4	Deaf
7	54	SIGN	HM	1	103	103	103	445	4	Deaf
7	55	UNR	Unrelated	0	254	254	629	445	4	Deaf
7	56	COR	Identical	0	143	143	143	445	4	Deaf
7	57	SIGN	HM	0	147	147	197	445	4	Deaf
7	58	UNR	Unrelated	0	201	201	381	445	4	Deaf
7	59	COR	Identical	0	NA	NA	0	445	4	Deaf
7	60	SIGN	HM	0	NA	NA	0	445	4	Deaf
7	61	UNR	Unrelated	1	201	201	201	445	4	Deaf
7	62	COR	Identical	0	255	255	416	445	4	Deaf
7	63	SIGN	LM	0	NA	NA	0	445	4	Deaf
7	64	UNR	Unrelated	0	145	145	145	445	4	Deaf
7	65	COR	Identical	0	63	373	373	445	4	Deaf
7	66	SIGN	HLM	0	126	126	126	445	4	Deaf
7	67	UNR	Unrelated	0	434	434	434	445	4	Deaf
7	68	COR	Identical	0	265	265	265	445	4	Deaf
7	69	SIGN	HL	0	163	163	163	445	4	Deaf
7	70	UNR	Unrelated	0	219	219	428	445	4	Deaf
7	71	COR	Identical	0	206	206	206	445	4	Deaf
7	72	SIGN	HLM	0	68	239	637	445	4	Deaf
7	73	UNR	Unrelated	0	NA	NA	0	445	4	Deaf
7	74	COR	Identical	0	171	171	1182	445	4	Deaf
7	75	SIGN	HLM	1	NA	NA	0	445	4	Deaf
7	76	UNR	Unrelated	0	220	220	220	445	4	Deaf
7	77	COR	Identical	0	NA	NA	0	445	4	Deaf
7	78	SIGN	HLM	0	376	376	376	445	4	Deaf
7	79	UNR	Unrelated	0	330	330	330	445	4	Deaf
7	80	COR	Identical	0	144	144	144	445	4	Deaf
8	1	SIGN	LM	0	161	161	436	364	3	Deaf
8	2	UNR	Unrelated	0	154	154	1598	364	3	Deaf
8	3	COR	Identical	0	195	195	195	364	3	Deaf
8	4	SIGN	LM	0	139	139	554	364	3	Deaf
8	5	UNR	Unrelated	0	141	368	368	364	3	Deaf
8	6	COR	Identical	0	348	348	502	364	3	Deaf
8	7	SIGN	LM	0	353	353	884	364	3	Deaf
8	8	UNR	Unrelated	0	189	189	264	364	3	Deaf
8	9	COR	Identical	0	217	217	906	364	3	Deaf
8	10	SIGN	LM	0	215	393	878	364	3	Deaf
8	11	UNR	Unrelated	1	194	394	924	364	3	Deaf
8	12	COR	Identical	0	428	558	924	364	3	Deaf
8	13	SIGN	LM	0	199	199	883	364	3	Deaf
8	14	UNR	Unrelated	1	181	181	940	364	3	Deaf
8	15	COR	Identical	1	387	387	524	364	3	Deaf
8	16	SIGN	LM	0	160	160	286	364	3	Deaf
8	17	UNR	Unrelated	1	174	487	1436	364	3	Deaf
8	18	COR	Identical	0	157	157	157	364	3	Deaf
8	19	SIGN	LM	0	137	137	320	364	3	Deaf
8	20	UNR	Unrelated	0	215	215	1086	364	3	Deaf
8	21	COR	Identical	0	173	173	317	364	3	Deaf
8	22	SIGN	HL	0	206	206	541	364	3	Deaf
8	23	UNR	Unrelated	0	245	245	435	364	3	Deaf
8	24	COR	Identical	1	168	168	381	364	3	Deaf
8	25	SIGN	HL	0	147	147	147	364	3	Deaf
8	26	UNR	Unrelated	0	279	592	1352	364	3	Deaf
8	27	COR	Identical	0	249	249	249	364	3	Deaf
8	28	SIGN	HL	0	129	421	637	364	3	Deaf
8	29	UNR	Unrelated	0	690	690	3938	364	3	Deaf
8	30	COR	Identical	0	264	264	264	364	3	Deaf
8	31	SIGN	HL	0	297	631	807	364	3	Deaf
8	32	UNR	Unrelated	0	208	208	208	364	3	Deaf
8	33	COR	Identical	0	133	133	133	364	3	Deaf
8	34	SIGN	HL	0	380	380	594	364	3	Deaf
8	35	UNR	Unrelated	1	202	202	202	364	3	Deaf
8	36	COR	Identical	0	312	312	1141	364	3	Deaf
8	37	SIGN	HLM	1	239	433	842	364	3	Deaf
8	38	UNR	Unrelated	0	194	194	194	364	3	Deaf
8	39	COR	Identical	0	160	299	299	364	3	Deaf
8	40	SIGN	HL	0	157	157	304	364	3	Deaf
8	41	UNR	Unrelated	0	368	368	526	364	3	Deaf
8	42	COR	Identical	0	279	279	733	364	3	Deaf
8	43	SIGN	HM	0	154	154	502	364	3	Deaf
8	44	UNR	Unrelated	1	302	302	456	364	3	Deaf
8	45	COR	Identical	0	214	214	655	364	3	Deaf
8	46	SIGN	HM	0	237	237	719	364	3	Deaf
8	47	UNR	Unrelated	0	130	279	544	364	3	Deaf
8	48	COR	Identical	1	180	348	348	364	3	Deaf
8	49	SIGN	HM	1	442	737	1257	364	3	Deaf
8	50	UNR	Unrelated	1	223	223	491	364	3	Deaf
8	51	COR	Identical	0	191	191	441	364	3	Deaf
8	52	SIGN	HM	0	142	142	557	364	3	Deaf
8	53	UNR	Unrelated	0	158	158	531	364	3	Deaf
8	54	COR	Identical	0	189	189	324	364	3	Deaf
8	55	SIGN	HM	0	205	403	1183	364	3	Deaf
8	56	UNR	Unrelated	0	439	439	637	364	3	Deaf
8	57	COR	Identical	1	241	241	385	364	3	Deaf
8	58	SIGN	HM	0	395	395	2077	364	3	Deaf
8	59	UNR	Unrelated	0	198	340	340	364	3	Deaf
8	60	COR	Identical	0	179	179	394	364	3	Deaf
8	61	SIGN	HLM	0	275	419	596	364	3	Deaf
8	62	UNR	Unrelated	1	139	139	432	364	3	Deaf
8	63	COR	Identical	0	182	182	326	364	3	Deaf
8	64	SIGN	HLM	0	306	306	483	364	3	Deaf
8	65	UNR	Unrelated	0	204	204	833	364	3	Deaf
8	66	COR	Identical	0	158	158	538	364	3	Deaf
8	67	SIGN	HLM	0	247	247	247	364	3	Deaf
8	68	UNR	Unrelated	0	236	236	1520	364	3	Deaf
8	69	COR	Identical	0	181	181	237	364	3	Deaf
8	70	SIGN	HLM	0	170	170	170	364	3	Deaf
8	71	UNR	Unrelated	0	132	132	1549	364	3	Deaf
8	72	COR	Identical	0	293	293	1712	364	3	Deaf
8	73	SIGN	LM	1	533	533	1041	364	3	Deaf
8	74	UNR	Unrelated	0	246	461	461	364	3	Deaf
8	75	COR	Identical	1	202	202	202	364	3	Deaf
8	76	SIGN	HLM	0	250	620	811	364	3	Deaf
8	77	UNR	Unrelated	0	190	634	1215	364	3	Deaf
8	78	COR	Identical	0	242	242	437	364	3	Deaf
8	79	SIGN	HL	0	191	191	981	364	3	Deaf
8	80	UNR	Unrelated	0	282	282	468	364	3	Deaf
9	1	COR	Identical	1	134	134	286	480	3	Deaf
9	2	SIGN	LM	0	229	229	583	480	3	Deaf
9	3	UNR	Unrelated	0	110	110	320	480	3	Deaf
9	4	COR	Identical	1	225	225	711	480	3	Deaf
9	5	SIGN	LM	1	204	204	204	480	3	Deaf
9	6	UNR	Unrelated	0	121	121	121	480	3	Deaf
9	7	COR	Identical	1	187	369	683	480	3	Deaf
9	8	SIGN	LM	0	61	139	139	480	3	Deaf
9	9	UNR	Unrelated	1	246	246	517	480	3	Deaf
9	10	COR	Identical	1	192	192	477	480	3	Deaf
9	11	SIGN	LM	1	228	228	394	480	3	Deaf
9	12	UNR	Unrelated	0	193	193	335	480	3	Deaf
9	13	COR	Identical	0	244	244	552	480	3	Deaf
9	14	SIGN	LM	1	170	170	345	480	3	Deaf
9	15	UNR	Unrelated	0	259	259	1372	480	3	Deaf
9	16	COR	Identical	0	122	122	122	480	3	Deaf
9	17	SIGN	LM	1	192	192	573	480	3	Deaf
9	18	UNR	Unrelated	0	226	226	495	480	3	Deaf
9	19	COR	Identical	0	178	178	689	480	3	Deaf
9	20	SIGN	LM	0	216	216	850	480	3	Deaf
9	21	UNR	Unrelated	0	161	161	161	480	3	Deaf
9	22	COR	Identical	0	166	166	1259	480	3	Deaf
9	23	SIGN	HL	0	221	221	221	480	3	Deaf
9	24	UNR	Unrelated	0	216	216	216	480	3	Deaf
9	25	COR	Identical	1	134	134	995	480	3	Deaf
9	26	SIGN	HL	0	140	140	776	480	3	Deaf
9	27	UNR	Unrelated	0	219	219	219	480	3	Deaf
9	28	COR	Identical	0	157	157	512	480	3	Deaf
9	29	SIGN	HL	0	283	283	673	480	3	Deaf
9	30	UNR	Unrelated	0	256	318	318	480	3	Deaf
9	31	COR	Identical	0	124	124	398	480	3	Deaf
9	32	SIGN	HL	0	174	295	634	480	3	Deaf
9	33	UNR	Unrelated	0	263	342	608	480	3	Deaf
9	34	COR	Identical	0	275	275	275	480	3	Deaf
9	35	SIGN	HL	1	255	255	446	480	3	Deaf
9	36	UNR	Unrelated	0	157	157	451	480	3	Deaf
9	37	COR	Identical	0	209	209	619	480	3	Deaf
9	38	SIGN	HL	0	260	260	483	480	3	Deaf
9	39	UNR	Unrelated	1	160	160	353	480	3	Deaf
9	40	COR	Identical	0	214	214	641	480	3	Deaf
9	41	SIGN	HM	1	284	284	365	480	3	Deaf
9	42	UNR	Unrelated	0	128	128	128	480	3	Deaf
9	43	COR	Identical	0	NA	NA	0	480	3	Deaf
9	44	SIGN	HM	0	126	329	411	480	3	Deaf
9	45	UNR	Unrelated	0	240	240	439	480	3	Deaf
9	46	COR	Identical	0	239	239	641	480	3	Deaf
9	47	SIGN	HM	1	206	206	1532	480	3	Deaf
9	48	UNR	Unrelated	0	56	56	354	480	3	Deaf
9	49	COR	Identical	0	163	163	1214	480	3	Deaf
9	50	SIGN	HM	0	180	293	1004	480	3	Deaf
9	51	UNR	Unrelated	0	177	177	494	480	3	Deaf
9	52	COR	Identical	0	255	255	685	480	3	Deaf
9	53	SIGN	HM	0	378	378	1180	480	3	Deaf
9	54	UNR	Unrelated	1	420	420	579	480	3	Deaf
9	55	COR	Identical	0	197	197	485	480	3	Deaf
9	56	SIGN	HM	0	171	171	732	480	3	Deaf
9	57	UNR	Unrelated	0	185	185	528	480	3	Deaf
9	58	COR	Identical	0	229	229	615	480	3	Deaf
9	59	SIGN	HM	0	241	241	241	480	3	Deaf
9	60	UNR	Unrelated	0	160	160	457	480	3	Deaf
9	61	COR	Identical	0	182	182	408	480	3	Deaf
9	62	SIGN	HLM	0	106	106	790	480	3	Deaf
9	63	UNR	Unrelated	0	264	264	387	480	3	Deaf
9	64	COR	Identical	1	243	243	243	480	3	Deaf
9	65	SIGN	HLM	0	221	221	1158	480	3	Deaf
9	66	UNR	Unrelated	0	158	158	411	480	3	Deaf
9	67	COR	Identical	0	168	168	987	480	3	Deaf
9	68	SIGN	HLM	0	170	170	722	480	3	Deaf
9	69	UNR	Unrelated	0	157	157	397	480	3	Deaf
9	70	COR	Identical	1	143	143	216	480	3	Deaf
9	71	SIGN	HLM	1	269	269	269	480	3	Deaf
9	72	UNR	Unrelated	1	295	295	295	480	3	Deaf
9	73	COR	Identical	0	291	291	452	480	3	Deaf
9	74	SIGN	HLM	0	158	158	922	480	3	Deaf
9	75	UNR	Unrelated	1	218	218	218	480	3	Deaf
9	76	COR	Identical	0	191	191	432	480	3	Deaf
9	77	SIGN	HLM	0	267	429	429	480	3	Deaf
9	78	UNR	Unrelated	0	229	411	411	480	3	Deaf
9	79	COR	Identical	0	191	191	742	480	3	Deaf
9	80	SIGN	HLM	0	91	91	985	480	3	Deaf
10	1	UNR	Unrelated	0	332	332	654	280	0	Deaf
10	2	COR	Identical	0	176	176	176	280	0	Deaf
10	3	SIGN	LM	0	288	544	765	280	0	Deaf
10	4	UNR	Unrelated	0	321	761	761	280	0	Deaf
10	5	COR	Identical	0	207	207	207	280	0	Deaf
10	6	SIGN	LM	0	210	210	210	280	0	Deaf
10	7	UNR	Unrelated	0	242	242	281	280	0	Deaf
10	8	COR	Identical	0	170	170	170	280	0	Deaf
10	9	SIGN	LM	0	196	196	1089	280	0	Deaf
10	10	UNR	Unrelated	0	466	466	1510	280	0	Deaf
10	11	COR	Identical	0	210	503	848	280	0	Deaf
10	12	SIGN	LM	0	380	380	814	280	0	Deaf
10	13	UNR	Unrelated	0	204	204	535	280	0	Deaf
10	14	COR	Identical	1	168	168	762	280	0	Deaf
10	15	SIGN	LM	0	217	217	420	280	0	Deaf
10	16	UNR	Unrelated	0	231	231	402	280	0	Deaf
10	17	COR	Identical	0	366	366	520	280	0	Deaf
10	18	SIGN	LM	0	141	141	971	280	0	Deaf
10	19	UNR	Unrelated	0	306	474	474	280	0	Deaf
10	20	COR	Identical	0	231	231	231	280	0	Deaf
10	21	SIGN	HL	0	169	169	625	280	0	Deaf
10	22	UNR	Unrelated	0	208	208	546	280	0	Deaf
10	23	COR	Identical	0	164	164	374	280	0	Deaf
10	24	SIGN	HL	0	361	361	490	280	0	Deaf
10	25	UNR	Unrelated	0	212	212	502	280	0	Deaf
10	26	COR	Identical	0	197	197	197	280	0	Deaf
10	27	SIGN	HLM	0	175	175	175	280	0	Deaf
10	28	UNR	Unrelated	0	117	117	482	280	0	Deaf
10	29	COR	Identical	0	198	198	1299	280	0	Deaf
10	30	SIGN	HL	1	369	568	895	280	0	Deaf
10	31	UNR	Unrelated	0	192	192	192	280	0	Deaf
10	32	COR	Identical	0	221	221	221	280	0	Deaf
10	33	SIGN	HL	0	137	328	690	280	0	Deaf
10	34	UNR	Unrelated	0	250	630	1618	280	0	Deaf
10	35	COR	Identical	0	327	327	509	280	0	Deaf
10	36	SIGN	HL	0	341	341	341	280	0	Deaf
10	37	UNR	Unrelated	1	347	347	566	280	0	Deaf
10	38	COR	Identical	0	166	166	380	280	0	Deaf
10	39	SIGN	HL	0	547	687	1101	280	0	Deaf
10	40	UNR	Unrelated	0	573	744	744	280	0	Deaf
10	41	COR	Identical	0	390	632	1085	280	0	Deaf
10	42	SIGN	HM	0	203	467	467	280	0	Deaf
10	43	UNR	Unrelated	0	226	411	823	280	0	Deaf
10	44	COR	Identical	0	320	602	889	280	0	Deaf
10	45	SIGN	HM	0	93	93	268	280	0	Deaf
10	46	UNR	Unrelated	0	289	289	289	280	0	Deaf
10	47	COR	Identical	0	209	209	358	280	0	Deaf
10	48	SIGN	HM	0	167	167	945	280	0	Deaf
10	49	UNR	Unrelated	0	396	396	689	280	0	Deaf
10	50	COR	Identical	0	181	181	334	280	0	Deaf
10	51	SIGN	HM	0	524	615	615	280	0	Deaf
10	52	UNR	Unrelated	0	328	328	328	280	0	Deaf
10	53	COR	Identical	0	195	195	195	280	0	Deaf
10	54	SIGN	HM	1	158	158	158	280	0	Deaf
10	55	UNR	Unrelated	0	207	207	399	280	0	Deaf
10	56	COR	Identical	0	463	1173	1636	280	0	Deaf
10	57	SIGN	HM	0	252	252	430	280	0	Deaf
10	58	UNR	Unrelated	0	243	298	503	280	0	Deaf
10	59	COR	Identical	0	166	166	166	280	0	Deaf
10	60	SIGN	HM	0	164	425	622	280	0	Deaf
10	61	UNR	Unrelated	0	267	267	982	280	0	Deaf
10	62	COR	Identical	0	221	380	583	280	0	Deaf
10	63	SIGN	LM	0	159	159	159	280	0	Deaf
10	64	UNR	Unrelated	1	522	522	1773	280	0	Deaf
10	65	COR	Identical	0	221	221	407	280	0	Deaf
10	66	SIGN	HLM	1	355	559	559	280	0	Deaf
10	67	UNR	Unrelated	0	370	370	775	280	0	Deaf
10	68	COR	Identical	0	264	264	415	280	0	Deaf
10	69	SIGN	HL	0	186	186	866	280	0	Deaf
10	70	UNR	Unrelated	0	386	386	386	280	0	Deaf
10	71	COR	Identical	0	294	294	532	280	0	Deaf
10	72	SIGN	HLM	0	121	121	604	280	0	Deaf
10	73	UNR	Unrelated	0	219	219	219	280	0	Deaf
10	74	COR	Identical	0	298	489	489	280	0	Deaf
10	75	SIGN	HLM	0	237	237	237	280	0	Deaf
10	76	UNR	Unrelated	0	398	558	605	280	0	Deaf
10	77	COR	Identical	0	195	195	195	280	0	Deaf
10	78	SIGN	HLM	0	190	404	404	280	0	Deaf
10	79	UNR	Unrelated	0	128	128	128	280	0	Deaf
10	80	COR	Identical	0	221	221	327	280	0	Deaf
11	1	SIGN	LM	0	197	197	197	409	9	Deaf
11	2	UNR	Unrelated	1	134	134	134	409	9	Deaf
11	3	COR	Identical	0	210	210	210	409	9	Deaf
11	4	SIGN	LM	0	218	218	218	409	9	Deaf
11	5	UNR	Unrelated	0	112	112	112	409	9	Deaf
11	6	COR	Identical	0	172	172	172	409	9	Deaf
11	7	SIGN	LM	0	287	287	287	409	9	Deaf
11	8	UNR	Unrelated	0	155	155	155	409	9	Deaf
11	9	COR	Identical	0	131	131	229	409	9	Deaf
11	10	SIGN	LM	1	364	364	364	409	9	Deaf
11	11	UNR	Unrelated	0	368	368	368	409	9	Deaf
11	12	COR	Identical	0	337	337	337	409	9	Deaf
11	13	SIGN	LM	0	188	188	332	409	9	Deaf
11	14	UNR	Unrelated	0	213	213	468	409	9	Deaf
11	15	COR	Identical	1	137	137	449	409	9	Deaf
11	16	SIGN	LM	0	229	229	229	409	9	Deaf
11	17	UNR	Unrelated	1	212	212	212	409	9	Deaf
11	18	COR	Identical	0	211	211	211	409	9	Deaf
11	19	SIGN	LM	0	172	172	172	409	9	Deaf
11	20	UNR	Unrelated	0	285	285	486	409	9	Deaf
11	21	COR	Identical	0	NA	NA	0	409	9	Deaf
11	22	SIGN	HL	0	269	269	269	409	9	Deaf
11	23	UNR	Unrelated	0	216	216	413	409	9	Deaf
11	24	COR	Identical	0	176	176	176	409	9	Deaf
11	25	SIGN	HL	0	242	242	447	409	9	Deaf
11	26	UNR	Unrelated	0	193	193	954	409	9	Deaf
11	27	COR	Identical	0	161	161	161	409	9	Deaf
11	28	SIGN	HL	0	259	259	259	409	9	Deaf
11	29	UNR	Unrelated	0	505	505	640	409	9	Deaf
11	30	COR	Identical	0	219	219	219	409	9	Deaf
11	31	SIGN	HL	0	154	154	154	409	9	Deaf
11	32	UNR	Unrelated	0	202	202	202	409	9	Deaf
11	33	COR	Identical	0	NA	NA	0	409	9	Deaf
11	34	SIGN	HL	0	322	322	322	409	9	Deaf
11	35	UNR	Unrelated	0	232	232	232	409	9	Deaf
11	36	COR	Identical	0	306	306	306	409	9	Deaf
11	37	SIGN	HLM	0	145	145	145	409	9	Deaf
11	38	UNR	Unrelated	0	163	163	163	409	9	Deaf
11	39	COR	Identical	0	154	154	154	409	9	Deaf
11	40	SIGN	HL	0	184	184	184	409	9	Deaf
11	41	UNR	Unrelated	0	133	133	133	409	9	Deaf
11	42	COR	Identical	0	NA	NA	0	409	9	Deaf
11	43	SIGN	HM	0	NA	NA	0	409	9	Deaf
11	44	UNR	Unrelated	1	138	138	328	409	9	Deaf
11	45	COR	Identical	0	NA	NA	0	409	9	Deaf
11	46	SIGN	HM	0	395	395	395	409	9	Deaf
11	47	UNR	Unrelated	1	299	299	299	409	9	Deaf
11	48	COR	Identical	1	163	163	163	409	9	Deaf
11	49	SIGN	HM	0	189	363	502	409	9	Deaf
11	50	UNR	Unrelated	0	344	344	344	409	9	Deaf
11	51	COR	Identical	0	380	380	380	409	9	Deaf
11	52	SIGN	HM	0	138	138	138	409	9	Deaf
11	53	UNR	Unrelated	0	264	264	264	409	9	Deaf
11	54	COR	Identical	0	NA	NA	0	409	9	Deaf
11	55	SIGN	HM	0	175	291	291	409	9	Deaf
11	56	UNR	Unrelated	0	427	427	427	409	9	Deaf
11	57	COR	Identical	0	181	181	313	409	9	Deaf
11	58	SIGN	HM	0	150	150	150	409	9	Deaf
11	59	UNR	Unrelated	0	298	298	298	409	9	Deaf
11	60	COR	Identical	0	222	222	222	409	9	Deaf
11	61	SIGN	HLM	0	204	204	204	409	9	Deaf
11	62	UNR	Unrelated	0	180	378	378	409	9	Deaf
11	63	COR	Identical	0	180	180	180	409	9	Deaf
11	64	SIGN	HLM	0	285	285	285	409	9	Deaf
11	65	UNR	Unrelated	0	202	202	343	409	9	Deaf
11	66	COR	Identical	0	126	126	126	409	9	Deaf
11	67	SIGN	HLM	0	279	279	279	409	9	Deaf
11	68	UNR	Unrelated	0	NA	NA	0	409	9	Deaf
11	69	COR	Identical	0	524	524	524	409	9	Deaf
11	70	SIGN	HLM	1	311	311	311	409	9	Deaf
11	71	UNR	Unrelated	0	110	110	110	409	9	Deaf
11	72	COR	Identical	0	197	197	491	409	9	Deaf
11	73	SIGN	LM	0	244	374	374	409	9	Deaf
11	74	UNR	Unrelated	0	177	177	436	409	9	Deaf
11	75	COR	Identical	1	391	391	391	409	9	Deaf
11	76	SIGN	HLM	0	144	144	144	409	9	Deaf
11	77	UNR	Unrelated	0	191	191	191	409	9	Deaf
11	78	COR	Identical	0	231	429	429	409	9	Deaf
11	79	SIGN	HL	0	189	189	189	409	9	Deaf
11	80	UNR	Unrelated	0	298	298	298	409	9	Deaf
12	1	COR	Identical	0	415	415	1277	238	4	Deaf
12	2	SIGN	LM	0	316	316	859	238	4	Deaf
12	3	UNR	Unrelated	0	219	1184	1410	238	4	Deaf
12	4	COR	Identical	0	344	344	1162	238	4	Deaf
12	5	SIGN	LM	0	203	203	551	238	4	Deaf
12	6	UNR	Unrelated	0	340	340	340	238	4	Deaf
12	7	COR	Identical	0	131	131	131	238	4	Deaf
12	8	SIGN	LM	0	202	202	655	238	4	Deaf
12	9	UNR	Unrelated	0	151	358	1605	238	4	Deaf
12	10	COR	Identical	1	146	317	1173	238	4	Deaf
12	11	SIGN	LM	0	315	315	1459	238	4	Deaf
12	12	UNR	Unrelated	0	116	116	2517	238	4	Deaf
12	13	COR	Identical	0	407	867	867	238	4	Deaf
12	14	SIGN	LM	1	154	154	1127	238	4	Deaf
12	15	UNR	Unrelated	1	211	211	1983	238	4	Deaf
12	16	COR	Identical	0	265	493	584	238	4	Deaf
12	17	SIGN	LM	0	175	469	1550	238	4	Deaf
12	18	UNR	Unrelated	0	154	154	888	238	4	Deaf
12	19	COR	Identical	0	124	124	124	238	4	Deaf
12	20	SIGN	LM	0	333	674	1830	238	4	Deaf
12	21	UNR	Unrelated	0	139	309	642	238	4	Deaf
12	22	COR	Identical	0	200	405	1239	238	4	Deaf
12	23	SIGN	HL	0	170	170	1089	238	4	Deaf
12	24	UNR	Unrelated	0	176	176	368	238	4	Deaf
12	25	COR	Identical	0	133	133	537	238	4	Deaf
12	26	SIGN	HL	1	241	241	779	238	4	Deaf
12	27	UNR	Unrelated	0	152	152	1428	238	4	Deaf
12	28	COR	Identical	0	175	175	543	238	4	Deaf
12	29	SIGN	HL	0	151	151	368	238	4	Deaf
12	30	UNR	Unrelated	1	222	412	1187	238	4	Deaf
12	31	COR	Identical	1	166	166	166	238	4	Deaf
12	32	SIGN	HL	0	227	227	711	238	4	Deaf
12	33	UNR	Unrelated	0	124	124	1870	238	4	Deaf
12	34	COR	Identical	0	112	112	975	238	4	Deaf
12	35	SIGN	HL	1	320	320	1090	238	4	Deaf
12	36	UNR	Unrelated	0	195	354	692	238	4	Deaf
12	37	COR	Identical	0	164	164	730	238	4	Deaf
12	38	SIGN	HL	0	122	122	277	238	4	Deaf
12	39	UNR	Unrelated	0	131	131	891	238	4	Deaf
12	40	COR	Identical	0	129	129	489	238	4	Deaf
12	41	SIGN	HM	0	426	426	1491	238	4	Deaf
12	42	UNR	Unrelated	1	250	526	1573	238	4	Deaf
12	43	COR	Identical	0	201	201	1212	238	4	Deaf
12	44	SIGN	HM	0	156	156	588	238	4	Deaf
12	45	UNR	Unrelated	0	177	399	652	238	4	Deaf
12	46	COR	Identical	0	209	372	1561	238	4	Deaf
12	47	SIGN	HM	0	193	570	738	238	4	Deaf
12	48	UNR	Unrelated	0	182	182	1383	238	4	Deaf
