"Participant"	"Frame"	"Preview"	"Sign"	"Pre_Target_Skip"	"FFD_ms"	"GD_ms"	"TRT_ms"	"Group"
222	76	"UNR"	"Unrelated"	0	222	222	222	"Hearing"
225	76	"UNR"	"Unrelated"	1	170	170	417	"Hearing"
228	76	"UNR"	"Unrelated"	0	198	198	530	"Hearing"
201	76	"UNR"	"Unrelated"	0	143	143	143	"Hearing"
205	77	"UNR"	"Unrelated"	0	224	389	1204	"Hearing"
208	77	"UNR"	"Unrelated"	0	129	129	129	"Hearing"
211	77	"UNR"	"Unrelated"	0	165	165	1189	"Hearing"
214	77	"UNR"	"Unrelated"	0	234	234	414	"Hearing"
217	77	"UNR"	"Unrelated"	0	259	259	524	"Hearing"
220	77	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
223	77	"UNR"	"Unrelated"	0	333	333	333	"Hearing"
226	77	"UNR"	"Unrelated"	0	199	199	883	"Hearing"
229	77	"UNR"	"Unrelated"	0	326	326	1154	"Hearing"
202	77	"UNR"	"Unrelated"	0	138	138	432	"Hearing"
218	78	"UNR"	"Unrelated"	0	311	311	311	"Hearing"
206	78	"UNR"	"Unrelated"	0	453	648	795	"Hearing"
209	78	"UNR"	"Unrelated"	0	34	531	689	"Hearing"
212	78	"UNR"	"Unrelated"	0	517	517	785	"Hearing"
215	78	"UNR"	"Unrelated"	0	419	545	1025	"Hearing"
221	78	"UNR"	"Unrelated"	1	145	145	145	"Hearing"
224	78	"UNR"	"Unrelated"	0	465	631	1606	"Hearing"
227	78	"UNR"	"Unrelated"	0	446	446	446	"Hearing"
230	78	"UNR"	"Unrelated"	0	243	425	425	"Hearing"
203	78	"UNR"	"Unrelated"	1	317	416	691	"Hearing"
204	79	"UNR"	"Unrelated"	0	414	414	666	"Hearing"
207	79	"UNR"	"Unrelated"	1	280	280	575	"Hearing"
210	79	"UNR"	"Unrelated"	0	302	495	691	"Hearing"
213	79	"UNR"	"Unrelated"	0	289	542	1009	"Hearing"
216	79	"UNR"	"Unrelated"	1	364	523	523	"Hearing"
219	79	"UNR"	"Unrelated"	0	301	301	834	"Hearing"
222	79	"UNR"	"Unrelated"	0	194	194	194	"Hearing"
225	79	"UNR"	"Unrelated"	0	263	263	438	"Hearing"
228	79	"UNR"	"Unrelated"	0	481	481	799	"Hearing"
201	79	"UNR"	"Unrelated"	0	158	158	330	"Hearing"
205	80	"UNR"	"Unrelated"	0	130	130	1327	"Hearing"
208	80	"UNR"	"Unrelated"	0	237	237	435	"Hearing"
211	80	"UNR"	"Unrelated"	0	280	477	1690	"Hearing"
214	80	"UNR"	"Unrelated"	0	153	153	239	"Hearing"
217	80	"UNR"	"Unrelated"	0	292	292	292	"Hearing"
220	80	"UNR"	"Unrelated"	0	400	400	400	"Hearing"
223	80	"UNR"	"Unrelated"	0	453	453	453	"Hearing"
226	80	"UNR"	"Unrelated"	0	148	148	1750	"Hearing"
229	80	"UNR"	"Unrelated"	0	443	443	443	"Hearing"
202	80	"UNR"	"Unrelated"	0	465	465	906	"Hearing"
